패치,라인,챔피언(한국어),챔피언(영어),챔피언ID,라인내순위,전체순위,순위변동,전체순위변동,티어,OP픽,꿀픽,게임수,픽률(%),밴률(%),승률(%),OP점수,꿀픽점수,업데이트시각
26.14,바텀,케이틀린,Caitlyn,51,14,91,-2,0,B,False,False,3076,7.18,5.68,48.34,50.78,-10.25,2026-07-23T07:26:20.000Z
26.14,바텀,시비르,Sivir,15,15,96,-5,0,B,False,False,2151,5.02,2.51,49.88,50.61,1.00,2026-07-23T07:26:20.000Z
26.14,바텀,미스 포츈,Miss Fortune,21,16,98,16,0,B,False,False,2339,5.46,0.26,50.36,50.55,3.69,2026-07-23T07:26:20.000Z
26.14,바텀,루시안,Lucian,236,17,101,-2,0,B,False,False,3022,7.06,2.35,49.04,50.47,-4.68,2026-07-23T07:26:19.000Z
26.14,바텀,흐웨이,Hwei,910,18,114,2,0,B,False,False,1519,3.55,2.27,50.82,50.09,4.06,2026-07-23T07:26:20.000Z
26.14,바텀,징크스,Jinx,222,19,117,-14,0,B,False,False,1405,3.28,0.19,51.03,50.01,4.41,2026-07-23T07:26:20.000Z
26.14,바텀,드레이븐,Draven,119,20,118,-13,0,B,False,False,857,2.00,5.17,51.58,49.90,3.96,2026-07-23T07:26:20.000Z
26.14,바텀,자야,Xayah,498,21,124,-7,0,B,False,False,1020,2.38,0.20,53.33,49.73,8.70,2026-07-23T07:26:20.000Z
26.14,바텀,스웨인,Swain,50,22,131,7,0,B,False,False,700,1.63,0.53,51.71,49.63,3.32,2026-07-23T07:26:19.000Z
26.14,바텀,애쉬,Ashe,22,23,133,-20,0,B,False,False,1608,3.76,1.83,49.63,49.58,-0.24,2026-07-23T07:26:20.000Z
26.14,바텀,럭스,Lux,99,24,143,149,0,B,False,False,767,1.79,0.24,50.98,49.40,2.31,2026-07-23T07:26:20.000Z
26.14,바텀,카시오페아,Cassiopeia,69,25,146,-2,0,B,False,False,837,1.95,3.77,51.73,49.37,4.04,2026-07-23T07:26:20.000Z
26.14,바텀,벨코즈,Vel'Koz,161,26,148,13,0,B,False,False,804,1.88,0.74,50.25,49.35,1.05,2026-07-23T07:26:20.000Z
26.14,바텀,탈리야,Taliyah,163,27,150,4,0,B,False,False,1083,2.53,0.61,50.23,49.25,1.37,2026-07-23T07:26:20.000Z
26.14,바텀,신지드,Singed,27,28,168,145,0,C,False,False,218,0.51,1.42,56.42,48.46,3.43,2026-07-23T07:26:20.000Z
26.14,바텀,베인,Vayne,67,29,174,8,0,C,False,False,395,0.92,13.27,50.13,48.34,0.41,2026-07-23T07:26:19.000Z
26.14,바텀,트위치,Twitch,29,30,179,5,0,C,False,False,461,1.08,0.18,50.33,48.21,0.69,2026-07-23T07:26:20.000Z
26.14,바텀,아우렐리온 솔,Aurelion Sol,136,31,184,-3,0,C,False,False,291,0.68,0.21,56.70,48.16,4.77,2026-07-23T07:26:20.000Z
26.14,바텀,코그모,Kog'Maw,96,32,185,-8,0,C,False,False,516,1.21,0.14,52.33,48.11,3.18,2026-07-23T07:26:20.000Z
26.14,바텀,칼리스타,Kalista,429,33,194,-15,0,C,False,False,615,1.44,0.23,49.76,47.95,0.10,2026-07-23T07:26:20.000Z
26.14,바텀,코르키,Corki,42,34,199,-4,0,C,False,False,834,1.95,0.09,49.04,47.69,-1.26,2026-07-23T07:26:20.000Z
26.14,바텀,멜,Mel,800,35,210,-2,0,C,False,False,3336,7.79,31.16,44.51,47.20,-52.97,2026-07-23T07:26:19.000Z
26.14,바텀,베이가,Veigar,45,36,213,-11,0,C,False,False,395,0.92,0.19,51.14,46.92,1.34,2026-07-23T07:26:20.000Z
26.14,바텀,야스오,Yasuo,157,37,235,-3,0,C,False,False,641,1.50,10.76,46.80,45.68,-4.39,2026-07-23T07:26:19.000Z
26.14,바텀,사일러스,Sylas,517,38,237,135,0,C,False,False,788,1.84,23.62,46.70,45.49,-5.59,2026-07-23T07:26:18.000Z
26.14,바텀,블라디미르,Vladimir,8,39,246,-13,0,D,False,False,512,1.20,1.63,45.51,44.12,-5.02,2026-07-23T07:26:20.000Z
26.14,바텀,사미라,Samira,360,40,249,-18,0,D,False,False,499,1.17,0.21,45.29,43.32,-5.14,2026-07-23T07:26:20.000Z
26.14,바텀,바루스,Varus,110,41,251,-1,0,D,False,False,531,1.24,1.19,45.57,43.31,-5.14,2026-07-23T07:26:19.000Z
26.14,바텀,스몰더,Smolder,901,42,261,-4,0,D,False,False,228,0.53,0.09,40.79,37.69,-4.74,2026-07-23T07:26:20.000Z
26.14,서폿,카밀,Camille,164,1,3,2,0,S,True,True,7540,17.61,52.40,50.31,57.73,23.53,2026-07-23T07:26:19.000Z
26.14,서폿,파이크,Pyke,555,2,7,6,0,S,False,False,4095,9.56,56.24,50.18,55.87,12.24,2026-07-23T07:26:18.000Z
26.14,서폿,뽀삐,Poppy,78,3,11,2,0,S,False,True,2523,5.89,21.42,55.49,55.35,40.61,2026-07-23T07:26:19.000Z
26.14,서폿,바드,Bard,432,4,15,0,0,S,False,False,5445,12.72,9.73,49.79,55.04,2.41,2026-07-23T07:26:17.000Z
26.14,서폿,노틸러스,Nautilus,111,5,16,-4,0,S,False,False,5683,13.27,9.91,49.82,54.76,2.90,2026-07-23T07:26:18.000Z
26.14,서폿,레오나,Leona,89,6,28,4,0,A,False,True,3549,8.29,3.25,52.04,53.85,20.77,2026-07-23T07:26:19.000Z
26.14,서폿,렐,Rell,526,7,30,4,0,A,False,True,3057,7.14,1.24,54.69,53.72,36.69,2026-07-23T07:26:19.000Z
26.14,서폿,블리츠크랭크,Blitzcrank,53,8,31,-2,0,A,False,False,3188,7.45,10.02,49.72,53.65,0.83,2026-07-23T07:26:20.000Z
26.14,서폿,쓰레쉬,Thresh,412,9,36,-7,0,A,False,False,3642,8.51,5.36,49.40,53.13,-2.00,2026-07-23T07:26:19.000Z
26.14,서폿,판테온,Pantheon,80,10,54,7,0,A,False,False,3507,8.19,2.27,50.47,51.91,7.08,2026-07-23T07:26:19.000Z
26.14,서폿,세나,Senna,235,11,57,-2,0,A,False,False,1810,4.23,7.58,51.33,51.86,7.52,2026-07-23T07:26:19.000Z
26.14,서폿,알리스타,Alistar,12,12,62,0,0,A,False,False,2632,6.15,1.45,50.23,51.66,3.80,2026-07-23T07:26:18.000Z
26.14,서폿,엘리스,Elise,60,13,72,1,0,A,False,False,1186,2.77,4.17,53.29,51.37,10.42,2026-07-23T07:26:19.000Z
26.14,서폿,카르마,Karma,43,14,80,4,0,A,False,False,2709,6.33,5.84,48.73,51.14,-5.97,2026-07-23T07:26:18.000Z
26.14,서폿,룰루,Lulu,117,15,89,-2,0,B,False,False,2701,6.31,2.63,48.50,50.79,-7.23,2026-07-23T07:26:20.000Z
26.14,서폿,갈리오,Galio,3,16,103,16,0,B,False,False,630,1.47,4.35,53.17,50.42,5.26,2026-07-23T07:26:20.000Z
26.14,서폿,샤코,Shaco,35,17,106,23,0,B,False,False,734,1.71,10.12,51.36,50.31,3.13,2026-07-23T07:26:17.000Z
26.14,서폿,라칸,Rakan,497,18,109,-2,0,B,False,False,1939,4.53,0.51,49.41,50.21,-0.96,2026-07-23T07:26:20.000Z
26.14,서폿,르블랑,LeBlanc,7,19,111,8,0,B,False,False,551,1.29,32.43,49.00,50.17,-0.86,2026-07-23T07:26:19.000Z
26.14,서폿,사일러스,Sylas,517,20,122,-1,0,B,False,False,1398,3.27,23.62,49.07,49.80,-1.84,2026-07-23T07:26:17.000Z
26.14,서폿,브라움,Braum,201,21,130,-14,0,B,False,False,1338,3.13,4.40,48.88,49.64,-2.42,2026-07-23T07:26:19.000Z
26.14,서폿,타릭,Taric,44,22,134,7,0,B,False,False,542,1.27,0.19,52.95,49.58,4.23,2026-07-23T07:26:20.000Z
26.14,서폿,스카너,Skarner,72,23,139,7,0,B,False,False,875,2.04,0.19,49.94,49.48,0.66,2026-07-23T07:26:18.000Z
26.14,서폿,쉔,Shen,98,24,147,1,0,B,False,False,2345,5.48,0.91,47.72,49.36,-10.47,2026-07-23T07:26:20.000Z
26.14,서폿,마오카이,Maokai,57,25,154,-4,0,B,False,False,915,2.14,0.10,49.84,49.08,0.47,2026-07-23T07:26:19.000Z
26.14,서폿,스웨인,Swain,50,26,157,-3,0,B,False,False,727,1.70,0.53,51.03,49.02,2.40,2026-07-23T07:26:20.000Z
26.14,서폿,자르반 4세,Jarvan IV,59,27,160,12,0,B,False,False,483,1.13,0.48,53.42,48.91,4.29,2026-07-23T07:26:20.000Z
26.14,서폿,잔나,Janna,40,28,161,8,0,B,False,False,590,1.38,0.06,51.86,48.90,3.10,2026-07-23T07:26:18.000Z
26.14,서폿,아무무,Amumu,32,29,169,5,0,C,False,False,302,0.71,0.15,53.64,48.46,2.84,2026-07-23T07:26:20.000Z
26.14,서폿,자이라,Zyra,143,30,180,-4,0,C,False,False,659,1.54,3.58,50.23,48.20,0.95,2026-07-23T07:26:20.000Z
26.14,서폿,탐 켄치,Tahm Kench,223,31,192,-7,0,C,False,False,511,1.19,0.26,49.51,47.98,-0.13,2026-07-23T07:26:20.000Z
26.14,서폿,밀리오,Milio,902,32,195,6,0,C,False,False,684,1.60,0.21,49.56,47.88,-0.09,2026-07-23T07:26:20.000Z
26.14,서폿,세라핀,Seraphine,147,33,198,-18,0,C,False,False,2049,4.79,3.56,46.51,47.82,-15.13,2026-07-23T07:26:20.000Z
26.14,서폿,조이,Zoe,142,34,201,7,0,C,False,False,341,0.80,17.46,48.39,47.63,-1.01,2026-07-23T07:26:19.000Z
26.14,서폿,니코,Neeko,518,35,202,0,0,C,False,False,733,1.71,1.70,48.02,47.57,-2.76,2026-07-23T07:26:20.000Z
26.14,서폿,잭스,Jax,24,36,212,11,0,C,False,False,230,0.54,18.37,50.43,46.93,0.44,2026-07-23T07:26:19.000Z
26.14,서폿,소라카,Soraka,16,37,221,-6,0,C,False,False,920,2.15,0.11,46.96,46.62,-5.72,2026-07-23T07:26:20.000Z
26.14,서폿,질리언,Zilean,26,38,224,-16,0,C,False,False,873,2.04,0.33,46.85,46.46,-5.66,2026-07-23T07:26:20.000Z
26.14,서폿,소나,Sona,37,39,226,-11,0,C,False,False,635,1.48,0.04,47.87,46.09,-2.59,2026-07-23T07:26:20.000Z
26.14,서폿,나미,Nami,267,40,227,5,0,C,False,False,587,1.37,0.06,47.19,46.05,-3.33,2026-07-23T07:26:20.000Z
26.14,서폿,모르가나,Morgana,25,41,229,-21,0,C,False,False,711,1.66,2.28,45.85,45.95,-6.36,2026-07-23T07:26:20.000Z
26.14,서폿,애니비아,Anivia,34,42,230,1,0,C,False,False,275,0.64,2.48,49.09,45.93,-0.34,2026-07-23T07:26:20.000Z
26.14,서폿,럭스,Lux,99,43,239,-6,0,C,False,False,917,2.14,0.24,45.69,45.43,-8.42,2026-07-23T07:26:20.000Z
26.14,서폿,벨코즈,Vel'Koz,161,44,240,-2,0,C,False,False,587,1.37,0.74,47.02,45.42,-3.57,2026-07-23T07:26:20.000Z
26.14,서폿,제라스,Xerath,101,45,256,1,0,D,False,False,434,1.01,47.55,43.78,42.83,-6.06,2026-07-23T07:26:18.000Z
26.14,서폿,유미,Yuumi,350,46,259,3,0,D,False,False,1143,2.67,5.00,39.11,39.94,-29.54,2026-07-23T07:26:18.000Z
26.14,서폿,멜,Mel,800,47,260,3,0,D,False,False,412,0.96,31.16,39.32,39.56,-10.21,2026-07-23T07:26:19.000Z
26.13,탑,잭스,Jax,24,1,4,0,0,S,True,False,8235,7.91,18.87,51.65,56.85,17.40,2026-07-14T12:47:53.000Z
26.13,탑,제이스,Jayce,126,2,6,0,0,S,True,False,12909,12.40,34.18,49.34,56.53,-7.15,2026-07-14T12:47:53.000Z
26.13,탑,갱플랭크,Gangplank,41,3,10,1,0,S,False,False,6861,6.59,12.61,51.39,55.59,11.94,2026-07-14T12:47:53.000Z
26.13,탑,피오라,Fiora,114,4,24,1,0,S,False,False,4013,3.85,7.74,52.90,54.32,12.93,2026-07-14T12:47:54.000Z
26.13,탑,베인,Vayne,67,5,29,2,0,S,False,False,5292,5.08,10.71,50.26,53.89,2.60,2026-07-14T12:47:53.000Z
26.13,탑,이렐리아,Irelia,39,6,30,0,0,S,False,False,5234,5.03,20.74,49.96,53.51,0.95,2026-07-14T12:47:53.000Z
26.13,탑,암베사,Ambessa,799,7,31,1,0,S,False,False,8066,7.75,5.08,50.05,53.38,2.03,2026-07-14T12:47:53.000Z
26.13,탑,티모,Teemo,17,8,38,9,0,A,False,False,2655,2.55,3.96,53.15,52.87,8.81,2026-07-14T12:47:54.000Z
26.13,탑,올라프,Olaf,2,9,39,2,0,A,False,False,4191,4.03,3.83,51.61,52.78,7.54,2026-07-14T12:47:54.000Z
26.13,탑,요네,Yone,777,10,44,-1,0,A,False,False,8682,8.34,6.54,49.29,52.37,-4.42,2026-07-14T12:47:53.000Z
26.13,탑,말파이트,Malphite,54,11,55,3,0,A,False,False,5347,5.14,7.70,49.47,51.96,-1.82,2026-07-14T12:47:53.000Z
26.13,탑,야스오,Yasuo,157,12,63,3,0,A,False,False,3806,3.66,10.05,50.16,51.66,1.36,2026-07-14T12:47:53.000Z
26.13,탑,다리우스,Darius,122,13,64,-3,0,A,False,False,3507,3.37,4.63,50.44,51.61,2.26,2026-07-14T12:47:53.000Z
26.13,탑,나르,Gnar,150,14,68,12,0,A,False,False,5382,5.17,3.41,49.48,51.37,-1.70,2026-07-14T12:47:53.000Z
26.13,탑,가렌,Garen,86,15,74,6,0,B,False,False,2938,2.82,0.97,52.83,51.14,8.61,2026-07-14T12:47:55.000Z
26.13,탑,신지드,Singed,27,16,76,3,0,B,False,False,2548,2.45,0.95,52.39,51.10,6.39,2026-07-14T12:47:54.000Z
26.13,탑,문도 박사,Dr. Mundo,36,17,80,3,0,B,False,False,4171,4.01,0.52,51.31,51.01,6.07,2026-07-14T12:47:54.000Z
26.13,탑,요릭,Yorick,83,18,81,36,0,B,False,False,3734,3.59,5.64,49.28,50.99,-1.97,2026-07-14T12:47:52.000Z
26.13,탑,크산테,K'Sante,897,19,84,-16,0,B,False,False,10287,9.88,7.19,48.03,50.89,-18.73,2026-07-14T12:47:54.000Z
26.13,탑,자헨,Zaahen,904,20,86,25,0,B,False,False,3505,3.37,0.63,50.41,50.83,2.08,2026-07-14T12:47:52.000Z
26.13,탑,워윅,Warwick,19,21,87,11,0,B,False,False,1835,1.76,0.47,53.73,50.83,6.95,2026-07-14T12:47:54.000Z
26.13,탑,판테온,Pantheon,80,22,89,7,0,B,False,False,2786,2.68,1.42,51.40,50.78,4.30,2026-07-14T12:47:54.000Z
26.13,탑,럼블,Rumble,68,23,93,-7,0,B,False,False,4156,3.99,6.36,49.09,50.71,-3.01,2026-07-14T12:47:54.000Z
26.13,탑,리븐,Riven,92,24,98,-6,0,B,False,False,2314,2.22,0.43,52.25,50.61,5.46,2026-07-14T12:47:54.000Z
26.13,탑,애니비아,Anivia,34,25,100,-1,0,B,False,False,1877,1.80,3.70,51.04,50.61,2.26,2026-07-14T12:47:53.000Z
26.13,탑,뽀삐,Poppy,78,26,108,-3,0,B,False,False,1827,1.75,14.68,50.47,50.36,1.21,2026-07-14T12:47:54.000Z
26.13,탑,아트록스,Aatrox,266,27,115,-14,0,B,False,False,5699,5.47,2.80,48.83,50.07,-5.41,2026-07-14T12:47:54.000Z
26.13,탑,카밀,Camille,164,28,119,-6,0,B,False,False,2167,2.08,15.53,50.53,50.01,1.56,2026-07-14T12:47:54.000Z
26.13,탑,레넥톤,Renekton,58,29,120,13,0,B,False,False,5865,5.63,4.15,48.56,50.01,-7.25,2026-07-14T12:47:54.000Z
26.13,탑,쉔,Shen,98,30,123,-2,0,B,False,False,2907,2.79,0.22,50.98,49.98,3.31,2026-07-14T12:47:54.000Z
26.13,탑,오른,Ornn,516,31,125,3,0,B,False,False,2376,2.28,0.05,50.59,49.95,1.81,2026-07-14T12:47:54.000Z
26.13,탑,케넨,Kennen,85,32,126,-5,0,B,False,False,1987,1.91,1.82,50.83,49.86,2.00,2026-07-14T12:47:53.000Z
26.13,탑,트린다미어,Tryndamere,23,33,127,-8,0,B,False,False,2055,1.97,1.28,49.93,49.85,0.26,2026-07-14T12:47:55.000Z
26.13,탑,우디르,Udyr,77,34,129,12,0,B,False,False,809,0.78,0.13,52.16,49.74,1.84,2026-07-14T12:47:54.000Z
26.13,탑,우르곳,Urgot,6,35,133,4,0,C,False,False,1175,1.13,0.10,51.49,49.61,1.91,2026-07-14T12:47:54.000Z
26.13,탑,일라오이,Illaoi,420,36,146,19,0,C,False,False,1623,1.56,0.73,51.57,49.21,2.78,2026-07-14T12:47:55.000Z
26.13,탑,아칼리,Akali,84,37,150,0,0,C,False,False,2654,2.55,17.59,48.91,49.08,-2.38,2026-07-14T12:47:53.000Z
26.13,탑,탐 켄치,Tahm Kench,223,38,153,28,0,C,False,False,615,0.59,0.25,52.03,49.04,1.32,2026-07-14T12:47:55.000Z
26.13,탑,그웬,Gwen,887,39,154,5,0,C,False,False,1845,1.77,0.63,50.79,49.04,1.76,2026-07-14T12:47:54.000Z
26.13,탑,클레드,Kled,240,40,161,-4,0,C,False,False,1805,1.73,0.35,50.25,48.82,0.78,2026-07-14T12:47:54.000Z
26.13,탑,퀸,Quinn,133,41,169,0,0,C,False,False,537,0.52,0.22,54.56,48.49,2.46,2026-07-14T12:47:55.000Z
26.13,탑,사일러스,Sylas,517,42,175,-11,0,C,False,False,1435,1.38,24.32,49.27,48.35,-0.74,2026-07-14T12:47:53.000Z
26.13,탑,카시오페아,Cassiopeia,69,43,180,-8,0,C,False,False,968,0.93,4.27,50.52,48.17,0.67,2026-07-14T12:47:53.000Z
26.13,탑,사이온,Sion,14,44,190,-32,0,C,False,False,4898,4.70,1.45,48.04,47.92,-8.36,2026-07-14T12:47:53.000Z
26.13,탑,나서스,Nasus,75,45,196,18,0,C,False,False,1526,1.47,1.27,49.67,47.68,-0.19,2026-07-14T12:47:54.000Z
26.13,탑,로크,Locke,805,46,197,127,0,C,False,False,1811,1.74,84.57,47.76,47.67,-3.95,2026-07-14T12:47:52.000Z
26.13,탑,초가스,Cho'Gath,31,47,199,9,0,C,False,False,980,0.94,0.08,50.10,47.46,0.29,2026-07-14T12:47:54.000Z
26.13,탑,리산드라,Lissandra,127,48,200,-5,0,C,False,False,921,0.88,1.94,49.73,47.45,-0.06,2026-07-14T12:47:52.000Z
26.13,탑,스카너,Skarner,72,49,203,123,0,C,False,False,590,0.57,0.34,52.03,47.34,1.27,2026-07-14T12:47:55.000Z
26.13,탑,오로라,Aurora,893,50,207,-3,0,C,False,False,900,0.86,1.27,50.44,47.16,0.56,2026-07-14T12:47:54.000Z
26.13,탑,녹턴,Nocturne,56,51,209,121,0,C,False,False,550,0.53,3.73,50.73,46.98,0.49,2026-07-14T12:47:54.000Z
26.13,탑,하이머딩거,Heimerdinger,74,52,219,-12,0,C,False,False,956,0.92,1.21,49.06,46.42,-0.68,2026-07-14T12:47:54.000Z
26.13,탑,블라디미르,Vladimir,8,53,220,7,0,C,False,False,1820,1.75,1.90,48.02,46.40,-3.12,2026-07-14T12:47:54.000Z
26.13,탑,세트,Sett,875,54,228,-4,0,C,False,False,1975,1.90,0.23,48.10,45.79,-3.22,2026-07-14T12:47:55.000Z
26.13,탑,케일,Kayle,10,55,232,-17,0,D,False,False,1128,1.08,0.08,48.23,45.44,-1.70,2026-07-14T12:47:54.000Z
26.13,탑,라이즈,Ryze,13,56,233,5,0,D,False,False,1724,1.66,1.30,47.33,45.24,-4.10,2026-07-14T12:47:53.000Z
26.13,탑,그라가스,Gragas,79,57,237,-8,0,D,False,False,2799,2.69,0.17,46.87,44.79,-7.87,2026-07-14T12:47:55.000Z
26.13,탑,볼리베어,Volibear,106,58,238,-28,0,D,False,False,1628,1.56,0.32,47.05,44.73,-4.31,2026-07-14T12:47:53.000Z
26.13,탑,오공,Wukong,62,59,239,-11,0,D,False,False,793,0.76,0.84,49.05,44.66,-0.57,2026-07-14T12:47:54.000Z
26.13,탑,모데카이저,Mordekaiser,82,60,244,2,0,D,False,False,2243,2.15,0.57,46.41,43.77,-7.33,2026-07-14T12:47:55.000Z
26.13,탑,스웨인,Swain,50,61,246,-2,0,D,False,False,564,0.54,0.43,48.05,43.52,-0.95,2026-07-14T12:47:54.000Z
26.13,탑,바루스,Varus,110,62,253,2,0,D,False,False,1012,0.97,2.16,45.55,41.50,-4.15,2026-07-14T12:47:53.000Z
26.13,탑,마오카이,Maokai,57,63,254,-6,0,D,False,False,1024,0.98,0.15,46.29,41.42,-3.45,2026-07-14T12:47:54.000Z
26.13,탑,신 짜오,Xin Zhao,5,64,258,3,0,D,False,False,721,0.69,1.80,45.77,40.41,-2.80,2026-07-14T12:47:55.000Z
26.13,정글,리 신,Lee Sin,64,1,1,0,0,S,True,False,25239,24.24,57.96,49.98,58.90,15.87,2026-07-14T12:47:53.000Z
26.13,정글,니달리,Nidalee,76,2,5,0,0,S,True,True,9040,8.68,16.46,53.38,56.56,38.01,2026-07-14T12:47:53.000Z
26.13,정글,나피리,Naafiri,950,3,7,4,0,S,True,False,12030,11.55,29.38,49.68,56.10,-0.31,2026-07-14T12:47:54.000Z
26.13,정글,벨베스,Bel'Veth,200,4,14,0,0,S,False,True,4550,4.37,10.15,54.55,55.13,23.34,2026-07-14T12:47:52.000Z
26.13,정글,사일러스,Sylas,517,5,19,0,0,S,False,False,10676,10.25,24.32,49.97,54.58,3.15,2026-07-14T12:47:53.000Z
26.13,정글,렉사이,Rek'Sai,421,6,48,-3,0,A,False,False,4274,4.10,3.22,51.90,52.14,9.30,2026-07-14T12:47:52.000Z
26.13,정글,키아나,Qiyana,246,7,51,11,0,A,False,False,6374,6.12,7.12,49.42,52.03,-1.77,2026-07-14T12:47:52.000Z
26.13,정글,카서스,Karthus,30,8,52,4,0,A,False,False,2389,2.29,6.35,52.07,52.02,5.72,2026-07-14T12:47:54.000Z
26.13,정글,헤카림,Hecarim,120,9,54,16,0,A,False,False,5418,5.20,2.35,50.79,51.97,5.85,2026-07-14T12:47:53.000Z
26.13,정글,자이라,Zyra,143,10,60,-2,0,A,False,False,2787,2.68,4.39,53.79,51.82,11.24,2026-07-14T12:47:54.000Z
26.13,정글,탈론,Talon,91,11,66,6,0,A,False,False,5274,5.07,4.33,50.08,51.45,1.97,2026-07-14T12:47:54.000Z
26.13,정글,로크,Locke,805,12,70,161,0,A,False,False,4251,4.08,84.57,47.97,51.34,-9.32,2026-07-14T12:47:52.000Z
26.13,정글,바이,Vi,254,13,72,0,0,A,False,False,8173,7.85,2.58,48.76,51.20,-7.55,2026-07-14T12:47:54.000Z
26.13,정글,킨드레드,Kindred,203,14,73,-5,0,A,False,False,4900,4.71,1.55,50.71,51.19,4.87,2026-07-14T12:47:54.000Z
26.13,정글,그레이브즈,Graves,104,15,75,-9,0,A,False,False,7255,6.97,5.47,48.63,51.11,-7.86,2026-07-14T12:47:54.000Z
26.13,정글,샤코,Shaco,35,16,78,-1,0,A,False,False,1992,1.91,10.01,51.26,51.08,3.17,2026-07-14T12:47:53.000Z
26.13,정글,녹턴,Nocturne,56,17,88,19,0,A,False,False,4331,4.16,3.73,49.06,50.79,-2.71,2026-07-14T12:47:54.000Z
26.13,정글,마스터 이,Master Yi,11,18,91,2,0,A,False,False,3977,3.82,2.13,49.99,50.75,1.13,2026-07-14T12:47:54.000Z
26.13,정글,신 짜오,Xin Zhao,5,19,95,-8,0,A,False,False,5562,5.34,1.80,49.14,50.68,-3.03,2026-07-14T12:47:53.000Z
26.13,정글,엘리스,Elise,60,20,104,-10,0,B,False,False,2667,2.56,4.99,50.88,50.50,3.11,2026-07-14T12:47:53.000Z
26.13,정글,탈리야,Taliyah,163,21,112,8,0,B,False,False,2009,1.93,0.69,51.67,50.27,3.81,2026-07-14T12:47:52.000Z
26.13,정글,나서스,Nasus,75,22,117,9,0,B,False,False,2326,2.23,1.27,51.76,50.05,4.65,2026-07-14T12:47:55.000Z
26.13,정글,케인,Kayn,141,23,122,-2,0,B,False,False,2648,2.54,0.28,50.34,49.99,1.64,2026-07-14T12:47:54.000Z
26.13,정글,제이스,Jayce,126,24,124,9,0,B,False,False,6985,6.71,34.18,47.49,49.97,-16.63,2026-07-14T12:47:52.000Z
26.13,정글,자르반 4세,Jarvan IV,59,25,128,5,0,B,False,False,6905,6.63,0.60,48.46,49.83,-8.26,2026-07-14T12:47:54.000Z
26.13,정글,워윅,Warwick,19,26,136,16,0,B,False,False,1225,1.18,0.47,51.92,49.53,2.62,2026-07-14T12:47:54.000Z
26.13,정글,오공,Wukong,62,27,137,-13,0,B,False,False,4386,4.21,0.84,49.02,49.51,-2.87,2026-07-14T12:47:54.000Z
26.13,정글,카직스,Kha'Zix,121,28,143,-12,0,B,False,False,4117,3.95,1.28,48.82,49.30,-3.50,2026-07-14T12:47:53.000Z
26.13,정글,스카너,Skarner,72,29,144,12,0,B,False,False,1291,1.24,0.34,51.20,49.23,1.87,2026-07-14T12:47:54.000Z
26.13,정글,세주아니,Sejuani,113,30,147,20,0,B,False,False,968,0.93,0.06,52.27,49.16,2.40,2026-07-14T12:47:55.000Z
26.13,정글,누누와 윌럼프,Nunu & Willump,20,31,159,-7,0,B,False,False,1591,1.53,1.78,50.60,48.93,1.39,2026-07-14T12:47:54.000Z
26.13,정글,람머스,Rammus,33,32,164,2,0,B,False,False,858,0.82,0.73,50.58,48.76,0.73,2026-07-14T12:47:55.000Z
26.13,정글,브라이어,Briar,233,33,165,11,0,B,False,False,1932,1.86,0.65,49.48,48.67,-0.40,2026-07-14T12:47:54.000Z
26.13,정글,이블린,Evelynn,28,34,168,-6,0,C,False,False,1637,1.57,0.61,50.27,48.53,0.92,2026-07-14T12:47:54.000Z
26.13,정글,뽀삐,Poppy,78,35,170,4,0,C,False,False,1598,1.53,14.68,48.56,48.48,-1.80,2026-07-14T12:47:53.000Z
26.13,정글,우디르,Udyr,77,36,176,-9,0,C,False,False,654,0.63,0.13,51.07,48.35,0.86,2026-07-14T12:47:54.000Z
26.13,정글,비에고,Viego,234,37,177,3,0,C,False,False,7271,6.98,0.87,47.52,48.32,-15.34,2026-07-14T12:47:54.000Z
26.13,정글,에코,Ekko,245,38,181,-19,0,C,False,False,3111,2.99,0.57,48.38,48.13,-3.95,2026-07-14T12:47:53.000Z
26.13,정글,아이번,Ivern,427,39,183,-17,0,C,False,False,789,0.76,0.35,51.71,48.11,1.53,2026-07-14T12:47:55.000Z
26.13,정글,렝가,Rengar,107,40,184,6,0,C,False,False,1551,1.49,2.39,48.81,48.10,-1.35,2026-07-14T12:47:52.000Z
26.13,정글,릴리아,Lillia,876,41,185,-18,0,C,False,False,1541,1.48,0.50,48.67,48.08,-1.53,2026-07-14T12:47:54.000Z
26.13,정글,피즈,Fizz,105,42,189,-4,0,C,False,False,623,0.60,1.68,51.04,47.93,0.81,2026-07-14T12:47:54.000Z
26.13,정글,피들스틱,Fiddlesticks,9,43,192,-6,0,C,False,False,1469,1.41,0.75,48.81,47.83,-1.26,2026-07-14T12:47:55.000Z
26.13,정글,자크,Zac,154,44,202,-18,0,C,False,False,2165,2.08,0.57,48.22,47.38,-3.08,2026-07-14T12:47:54.000Z
26.13,정글,다이애나,Diana,131,45,206,-10,0,C,False,False,1641,1.58,1.82,48.20,47.21,-2.37,2026-07-14T12:47:54.000Z
26.13,정글,판테온,Pantheon,80,46,212,2,0,C,False,False,1632,1.57,1.42,47.79,46.87,-2.99,2026-07-14T12:47:54.000Z
26.13,정글,암베사,Ambessa,799,47,216,-2,0,C,False,False,1628,1.56,5.08,47.79,46.53,-3.01,2026-07-14T12:47:54.000Z
26.13,정글,그웬,Gwen,887,48,231,-5,0,C,False,False,547,0.53,0.63,48.45,45.54,-0.66,2026-07-14T12:47:54.000Z
